 ra|dec|name|proper_motion_ra|proper_motion_ra_unc|proper_motion_dec|proper_motion_dec_unc|publication_id|V_tan|V_tan_unc|source_id
 118.81361|+29.57921|SDSS J075515.26+293445.4 |-0.0920| 0.0190|-0.0740| 0.0220|219| 35.0|15.0|
 118.94978|+22.20461|2MASSI J0755480+221218 |-0.0340| 0.0160|-0.2480| 0.0170|219| 21.0| 2.0|1420
 119.10538|+12.74885|2MASSI J0756252+124456 | 0.0040| 0.0150|-0.0560| 0.0160|219|8.0| 2.0|
 119.23468|+23.24931|SDSS J075656.54+231458.5 | 0.1580| 0.0160|-0.1560| 0.0170|219| 68.0|14.0|
 119.66810|+32.78997|SDSS J075840.33+324723.4 |-0.1910| 0.0140|-0.3490| 0.0170|219| 22.0| 1.0|1394
 119.87279| +3.39900|2MASS J07592947+0323564|-0.0520| 0.0200|-0.0030| 0.0200|219| 11.0| 4.0|727
 120.41886|+46.48034|2MASSW J0801405+462850 |-0.2000| 0.0090|-0.3350| 0.0130|219| 48.0| 4.0|
 121.02414|+61.89249|2MASS J08040580+6153336|-0.0500| 0.0200|-0.6300| 0.0400|236| 54.0| 8.0|459
 121.05954| +3.51317|2MASS J08041429+0330474|-0.0060| 0.0200|-0.0130| 0.0200|219|2.0| 3.0|460
 121.38269|+48.20918|SDSS J080531.84+481233.0 |-0.4550| 0.0120| 0.0540| 0.0180|219| 32.0| 6.0|1540
 121.85860|+32.21946|2MASS J08072607+3213101|-0.3560| 0.0100|-0.2480| 0.0100|228| 33.0| 3.0|231
 122.49596|+44.57267|SDSS J080959.01+443422.2 |-0.1980| 0.0140|-0.2140| 0.0190|219| 35.0| 7.0|235
 122.74435|+14.34409|2MASS J08105865+1420390|-0.0340| 0.0190|-0.1280| 0.0190|229| 13.0| 2.0|378
 123.13211|-24.74512|DENIS-P J0812316-244442| 0.0960| 0.0040|-0.1650| 0.0060|235| 17.0| 3.0|
 123.80863|+10.50325|2MASS J08151407+1030117|-0.0590| 0.0200| 0.0480| 0.0200|219|8.0| 2.0|
 124.74199|+23.56433|2MASS J08185804+2333522| 0.2630| 0.0100|-0.3140| 0.0100|228| 37.0| 4.0|770
 124.94170|+16.98163|2MASS J08194602+1658539|-0.1600| 0.0160|-0.0350| 0.0170|219| 23.0| 4.0|772
 125.12476|+45.00860|2MASSW J0820299+450031 |-0.1110| 0.0090|-0.3230| 0.0120|219| 46.0| 4.0|773
 125.12554|+10.62700|SDSS J082030.12+103737.0 |-0.0770| 0.0170|-0.0260| 0.0170|219| 11.0| 3.0|
 125.76305|-49.20033|DENIS-P J0823031-491201|-0.1370| 0.0040| 0.0170| 0.0010|235| 12.0| 1.0|
 125.95074|+24.48270|2MASS J08234818+2428577|-0.1700| 0.0140| 0.0620| 0.0150|219| 25.0| 3.0|617
 126.33170|+21.26431|2MASSI J0825196+211552 |-0.5100| 0.0020|-0.2880| 0.0020|215| 29.6| 0.3|512
 127.14235|-13.15548|DENIS-P J0828343-130919|-0.5470| 0.0180| 0.0780| 0.0100|235| 38.0| 5.0|
 127.27764|+14.93944|2MASSW J0829066+145622 |-0.0480| 0.0100|-0.2440| 0.0100|219| 36.0| 3.0|
 127.38517| -2.64842|2MASS J08293244-0238543| 0.0040| 0.0060|-0.0030| 0.0060|209|1.0| 1.0|263
 127.45445| -0.20665|2MASS J08294908-0012241|-0.1970| 0.0170| 0.1750| 0.0170|219| 45.0|12.0|262
 127.48773|+26.91939|2MASSW J0829570+265510 |-0.0990| 0.0150|-0.0430| 0.0170|219| 16.0| 3.0|
 127.53395|+48.47984|SDSSp J083008.12+482847.4|-1.0060| 0.0060|-0.7700| 0.0050|244| 78.6| 3.6|738
 127.63569| +9.78761|2MASS J08303256+0947153|-0.5000| 0.0030|-0.4490| 0.0040|212| 53.3| 4.1|739
 127.70324| +1.47531|SDSS J083048.80+012831.1 | 0.2360| 0.0200|-0.3120| 0.0200|219| 43.0| 6.0|251
 127.98325|+10.42826|2MASS J08315598+1025417|-0.0490| 0.0210|-0.1840| 0.0210|219| 24.0| 3.0|740
 128.01881| -1.47667|2MASSW J0832045-012835 | 0.0700| 0.0150| 0.0030| 0.0150|219|8.0| 2.0|
 128.77586|+19.88469|SDSS J083506.16+195304.4 |-0.1580| 0.0130|-0.1080| 0.0140|219| 32.0| 4.0|356
 128.84860|+10.49221|2MASS J08352366+1029318|-0.0500| 0.0220|-0.1790| 0.0220|219| 27.0| 4.0|
 128.92720| -8.32317|2MASSI J0835425-081923 |-0.5300| 0.0300| 0.3000| 0.0300|236| 20.0| 2.0|216
 128.99288| +5.80856|2MASS J08355829+0548308|-0.0990| 0.0210|-0.0200| 0.0210|219| 11.0| 3.0|72
 129.32158| -0.00497|SDSSp J083717.22-000018.3|-0.0150| 0.0080|-0.1720| 0.0170|244| 24.0|12.0|437
 129.81697|+12.89834|2MASS J08391608+1253543|-0.0440| 0.0150|-0.1270| 0.0160|219| 18.0| 2.0|861
 131.86970|-15.54371|2MASSI J0847287-153237 | 0.1450| 0.0120|-0.1830| 0.0130|219| 19.0| 2.0|614
 132.50722|-19.40510|2MASS J08500174-1924184|-0.1160| 0.0170| 0.0450| 0.0180|219| 13.0| 2.0|616
 132.64962|+10.95433|2MASSs J0850359+105716 |-0.1450| 0.0020|-0.0080| 0.0020|215| 17.5| 1.6|447
 132.81772|+18.29171|SDSS J085116.20+181730.0 |-0.1950| 0.0180|-0.0500| 0.0190|219| 48.0|15.0|
 133.14539|+47.34318|SDSS J085234.90+472035.0 |-0.0690| 0.0180|-0.4180| 0.0260|219| 38.0| 5.0|
 133.40065| -3.49231|2MASS J08533619-0329321|-0.5096| 0.0008|-0.2004| 0.0003|233| 22.1| 0.3|355
 134.19963|+22.58839|2MASSI J0856479+223518 |-0.2080| 0.0170|-0.0060| 0.0180|219| 34.0| 8.0|748
 134.36608| -3.54435|2MASS J08572787-0332396|-0.1500| 0.0180|-0.0560| 0.0180|219| 27.0| 4.0|745
 134.49369|+57.14760|SDSSp J085758.45+570851.4|-0.4130| 0.0060|-0.3490| 0.0120|219| 25.0| 2.0|234
 134.64401|+32.94101|SDSS J085834.42+325627.7 |-0.7600| 0.0230| 0.0750| 0.0230|219| 66.0| 3.0|1395
 134.85605|-19.82413|2MASSI J0859254-194926 |-0.3000| 0.0130|-0.0810| 0.0140|219| 28.0| 3.0|743
 134.91058|+63.69319|2MASS J08593854+6341355|-0.0960| 0.0190|-0.4950| 0.0420|219| 59.0| 9.0|
 134.91788|+11.75903|2MASS J08594029+1145325|-0.2750| 0.0210|-0.0600| 0.0210|219| 28.0| 3.0|232
 135.56080| -6.70276|2MASS J09021459-0642099| 0.0140| 0.0100|-0.0390| 0.0090|209|8.0| 2.0|482
 135.89640| -6.62600|2MASS J09033514-0637336|-0.0730| 0.0070| 0.0130| 0.0060|209| 14.0| 2.0|485
 136.44392|+56.38658|2MASS J09054654+5623117|-0.0140| 0.0170| 0.0890| 0.0310|219| 10.0| 4.0|239
 137.15832|+50.53567|2MASSI J0908380+503208 |-0.3950| 0.0260|-0.4780| 0.0150|210| 46.0| 4.0|37
 137.25354|+65.42431|SDSS J090900.73+652527.2 |-0.2170| 0.0030|-0.1380| 0.0080|219| 28.0| 1.0|538
 137.48948| -6.97183|DENIS-P J0909-0658 |-0.2100| 0.0180| 0.0150| 0.0190|219| 27.0| 3.0|1325
 137.80408|+74.01893|2MASS J09111297+7401081|-0.2000| 0.0400|-0.1700| 0.0400|236| 21.0| 4.0|323
 138.06089|+14.99448|Gl 337CD |-0.5240| 0.0010| 0.2451| 0.0005|234| 56.2| 1.1|
 138.26335|+18.69715|2MASSW J0913032+184150 | 0.0320| 0.0160|-0.1870| 0.0170|219| 41.0| 5.0|
 138.26845| -7.55122|2MASS J09130443-0733042|-0.0500| 0.0500|-0.2000| 0.0500|209| 24.0| 6.0|39
 138.89224| +4.36791|2MASS J09153413+0422045|-0.1090| 0.0250| 0.0310| 0.0250|219|8.0| 2.0|312
 139.06255|+21.66419|2MASS J09161504+2139512|-0.1990| 0.0170|-0.0540| 0.0180|219| 22.0| 3.0|271
 139.65916|+21.56819|2MASSW J0918382+213406 | 0.3300| 0.0150|-0.1560| 0.0170|219| 75.0| 7.0|
 140.05086|+35.29515|2MASSW J0920122+351742 |-0.1670| 0.0090|-0.2000| 0.0100|219| 26.0| 4.0|1396
 140.30874|-21.07901|2MASS J09211410-2104446| 0.2440| 0.0160|-0.9080| 0.0170|219| 56.0| 4.0|484
 140.58133|-80.17775|2MASS J09221952-8010399| 0.0410| 0.0040|-0.0450| 0.0220|219|8.0| 3.0|490
 141.56406|+58.78923|SDSSp J092615.38+584720.9|-0.1900| 0.2500|-0.2300| 0.2700|204| 54.0|55.0|553
 141.98921|+60.46289|SDSS J092757.46+602746.3 | 0.0030| 0.0130| 0.0160| 0.0250|219|4.0| 6.0|
 142.10662|+42.51504|2MASS J09282562+4230545|-0.3900| 0.0190|-0.3780| 0.0250|219| 58.0| 9.0|
 142.16542|-16.05354|2MASSW J0928397-160312 |-0.1580| 0.0170| 0.0340| 0.0170|219| 31.0| 4.0|403
 142.78981| +3.45920|SDSS J093109.56+032732.5 |-0.6120| 0.0180|-0.1310| 0.0180|219|108.0|23.0|
 142.86763| +5.47287|2MASS J09312823+0528223|-0.1420| 0.0210|-0.2040| 0.0210|219| 31.0| 5.0|
 143.62154|-13.87879|2MASS J09342920-1352434|-0.2380| 0.0160|-0.1270| 0.0170|219| 37.0|10.0|657
 143.86679|-29.58321|2MASS J09352803-2934596|-0.0230| 0.0160| 0.0640| 0.0180|219|9.0| 3.0|121
 144.39520|+29.52814|2MASSI J0937347+293142 | 0.9730| 0.0050|-1.2980| 0.0060|244| 47.2| 1.1|648
 144.66760|-27.80511|2MASS J09384022-2748184|-0.4080| 0.0170|-0.1640| 0.0200|219| 49.0| 9.0|
 144.89782|-24.80772|2MASS J09393548-2448279| 0.5920| 0.0190|-1.0640| 0.0210|219| 57.0|12.0|1326
 145.69180|+55.51738|2MASS J09424604+5531025|-0.0660| 0.0180| 0.0850| 0.0320|219| 12.0| 5.0|
 146.01165|+31.52576|2MASSW J0944027+313132 | 0.0430| 0.0160|-0.0330| 0.0130|210| 11.0| 3.0|
 146.93654| +2.40909|2MASS J09474477+0224327|-0.0810| 0.0200|-0.1620| 0.0200|219| 22.0| 4.0|
 147.28584|-15.76347|2MASS J09490860-1545485|-0.1000| 0.0400| 0.0000| 0.0600|241| 10.0| 4.0|1329
 147.34262| +8.11255|2MASS J09492223+0806450| 0.0600| 0.0300|-0.9000| 0.0200|236| 67.0| 5.0|256
 147.77281|+35.96717|2MASSW J0951054+355801 |-0.1000| 0.0070|-0.1610| 0.0090|244| 56.0|33.0|1271
 148.33857|-10.23905|2MASS J09532126-1014205|-0.0480| 0.0190|-0.0890| 0.0190|219| 11.0| 2.0|415
 150.82979| -1.08552|2MASS J10031918-0105079|-0.4900| 0.0190| 0.0220| 0.0190|229| 49.0| 6.0|779
 151.08603|+50.38318|G 196-3B |-0.1330| 0.0400|-0.1850| 0.0150|210| 35.0| 5.0|
 151.16379|-33.58865|2MASSW J1004392-333518 | 0.3660| 0.0160|-0.3400| 0.0190|219| 45.0| 5.0|1331
 151.63307|-16.89064|2MASS J10063197-1653266|-0.2800| 0.0900| 0.1800| 0.0800|236| 26.0| 8.0|782
 151.79923|+19.51563|SDSS J100711.74+193056.2 |-0.2630| 0.0150|-0.0180| 0.0160|219| 34.0| 6.0|
 151.89041|-45.92075|2MASS J10073369-4555147|-0.7580| 0.0130| 0.1380| 0.0190|219| 53.0| 7.0|1332
 152.56158| -4.11386|2MASSI J1010148-040649 |-0.3210| 0.0160| 0.0200| 0.0130|210| 27.0| 3.0|287
 152.75095|+42.75093|2MASS J10110024+4245035|-0.1340| 0.0060|-0.1490| 0.0060|241| 31.4| 3.2|290
 153.28064|-13.93926|SSSPM 1013-1356| 0.0660| 0.0070|-1.0260| 0.0040|247|147.0||
 154.14453|+27.86355|2MASS J10163470+2751497|-0.0890| 0.0190|-0.5020| 0.0190|229| 35.0| 3.0|
 154.28145|+13.14433|2MASSI J1017075+130839 | 0.0610| 0.0220|-0.0940| 0.0120|210| 17.0| 4.0|535
 154.67978|-16.40759|2MASS J10184314-1624273| 0.0530| 0.0150|-0.0170| 0.0160|219| 10.0| 3.0|533
 154.74488|-29.16488|2MASSW J1018588-290953 |-0.3190| 0.0170|-0.0860| 0.0190|219| 44.0| 4.0|1335
 155.29032| -3.07216|SDSS J102109.69-030420.1 |-0.1710| 0.0030|-0.0660| 0.0030|243| 25.2| 2.4|361
 155.36408|+50.91788|2MASS J10212742+5055043|-0.3780| 0.0020| 0.0560| 0.0010|241| 49.9| 8.5|1336
 155.38460|-20.73526|2MASS J10213232-2044069|-0.3120| 0.0160|-0.0510| 0.0170|219| 33.0| 3.0|
 155.52038| +2.01326|2MASS J10220489+0200477|-0.1730| 0.0180|-0.3980| 0.0160|210| 69.0|10.0|602
 155.56197|+41.24066|HD 89744B|-0.1202| 0.0006|-0.1386| 0.0005|234| 33.9| 0.9|
 155.70089|+58.42927|2MASS J10224821+5825453|-0.3600| 0.1000|-0.7800| 0.0900|236| 81.0| 9.0|604
 156.04146|+18.26477|2MASS J10240997+1815533|-0.1440| 0.0190|-0.0700| 0.0190|229| 13.0| 2.0|632
 156.46787|+32.20966|SDSS J102552.43+321234.0 | 0.3930| 0.0110|-0.2280| 0.0130|219| 63.0|23.0|70
 157.16843|-14.64561|2MASS J10284042-1438439| 0.0240| 0.0160|-0.1620| 0.0160|219| 23.0| 4.0|377
 157.34043|+16.44774|2MASSI J1029216+162652 | 0.3590| 0.0150|-0.3480| 0.0170|210| 55.0| 5.0|
 158.07108| +5.01756|2MASS J10321706+0501032|-0.0320| 0.0210|-0.0120| 0.0210|219|5.0| 3.0|606
 158.34113|+40.09715|SDSS J103321.92+400549.5 | 0.1540| 0.0130|-0.1880| 0.0180|219| 53.0|10.0|
 158.85219|+25.12903|2MASSW J1035245+250745 |-0.1810| 0.0170|-0.2720| 0.0230|210| 55.0| 5.0|
 159.22104|-34.69399|2MASSW J1036530-344138 |-0.0200| 0.0150|-0.4620| 0.0190|219| 43.0| 4.0|1338
 159.88073|+32.94063|SDSS J103931.35+325625.5 | 0.0310| 0.0460|-0.0230| 0.0540|219|4.0| 5.0|1415
 160.78150|+22.42321|2MASS J10430758+2225236|-0.1400| 0.0000|-0.0200| 0.0000|236| 11.0| 1.0|286
 160.85446| +0.03001|SDSSp J104325.10+000148.2|-0.1610| 0.0190|-0.1560| 0.0190|219| 48.0| 6.0|
 160.89618|+12.22073|SDSS J104335.08+121314.1 | 0.0460| 0.0170|-0.2480| 0.0180|219| 24.0| 4.0|1339
 161.03925| +4.49378|SDSS J104409.43+042937.6 |-0.0020| 0.0120| 0.0940| 0.0100|210| 10.0| 1.0|1340
 161.32154|-26.12362|2MASS J10451718-2607249|-0.1620| 0.0170|-0.1460| 0.0190|219| 22.0| 3.0|
 161.34988| -1.83266|2MASSI J1045240-014957 |-0.4950| 0.0180| 0.0120| 0.0120|210| 40.0| 3.0|288
 161.87937|-18.26592|DENIS-P J1047-1815 |-0.3470| 0.0170| 0.0540| 0.0140|210| 37.0| 4.0|
 161.97340|+21.40624|2MASSI J1047538+212423 |-1.7140| 0.0070|-0.4890| 0.0040|244| 86.5| 3.5|1341
 162.06066|-39.93525|2MASS J10481463-3956062|-1.1750| 0.0050|-0.9930| 0.0050|213| 29.2| 0.2|130
 162.11612|-52.90499|DENIS-P J1048278-525418|-0.1790| 0.0090| 0.0330| 0.0170|235| 20.0| 3.0|
 162.12193| +9.32701|SDSS J104829.21+091937.8 |-0.2680| 0.0200| 0.2410| 0.0200|219| 46.0| 4.0|1416
 162.17839| +1.19945|SDSS J104842.84+011158.5 |-0.4420| 0.0130|-0.2090| 0.0120|210| 36.0| 3.0|387
 162.82916|+56.21905|2MASS J10511900+5613086|-0.2310| 0.0340|-0.2880| 0.0140|210| 27.0| 3.0|127
 163.05626|+44.38212|SDSS J105213.51+442255.7 | 0.0180| 0.0170|-0.1520| 0.0240|219| 12.0| 2.0|1417
 163.67369|+12.23565|2MASS J10544168+1214084| 0.1030| 0.0180|-0.0800| 0.0190|219| 12.0| 2.0|520
 163.94723| +8.14520|2MASS J10554733+0808427|-0.3500| 0.0200|-0.1000| 0.0300|236| 33.0| 3.0|357
 164.69933|-15.80476|DENIS-P J1058.7-1548 |-0.2529| 0.0005| 0.0414| 0.0004|215| 21.1| 0.4|524
 164.96415|-21.21901|2MASSI J1059513-211308 | 0.1340| 0.0170|-0.1580| 0.0140|210| 32.0| 3.0|268
 165.04015|+49.96301|2MASS J11000965+4957470|-0.1330| 0.0180|-0.1510| 0.0280|219| 29.0| 7.0|445
 165.54124|-34.50987|2MASS J11020983-3430355|-0.0330| 0.0120|-0.0240| 0.0150|219|4.0| 2.0|20
 165.64063|-23.99622|2MASSW J1102337-235945 |-0.2380| 0.0190| 0.0750| 0.0200|219| 57.0| 7.0|
 166.00529|+19.98935|2MASSI J1104012+195921 | 0.0750| 0.0150| 0.1390| 0.0200|219| 14.0| 2.0|266
 166.54990|+27.90629|2MASS J11061197+2754225|-0.2290| 0.0190|-0.4480| 0.0210|219| 26.0| 2.0|513
 167.12822|+68.50465|2MASSW J1108307+683017 |-0.2500| 0.0400|-0.2100| 0.0400|236| 26.0| 4.0|135
 167.54172| +1.27028|SDSSp J111010.01+011613.1|-0.2430| 0.0210|-0.2380| 0.0180|210| 17.0| 2.0|1345
 167.63837|+54.40077|2MASS J11103321+5424028|-0.0660| 0.0090|-0.2990| 0.0160|219| 41.0|10.0|
 168.10682|+35.80357|Gl 417BC |-0.2486| 0.0007|-0.1513| 0.0007|234| 30.0| 0.6|
 168.20458|-20.74207|2MASS J11124910-2044315| 0.0010| 0.0140| 0.0230| 0.0150|219|4.0| 3.0|
 168.32060| -0.04630|SDSS J111316.95-000246.6 | 0.0420| 0.0220| 0.0060| 0.0130|210|9.0| 5.0|
 168.33377|+34.51616|SDSS J111320.16+343057.9 | 0.1080| 0.0400|-0.0250| 0.0490|219| 40.0|16.0|1909
 168.71312|-26.30661|2MASS J11145133-2618235|-3.0300| 0.0400|-0.3600| 0.0400|241|140.0|22.0|1346
 169.40379|+36.15997|2MASSI J1117369+360936 | 0.0010| 0.0190|-0.0160| 0.0230|219|2.0| 4.0|777
 170.32742|+43.54622|SDSS J112118.57+433246.5 |-0.0570| 0.0240| 0.0260| 0.0330|219| 14.0| 6.0|
 170.45494|-13.21902|2MASS J11214924-1313084|-0.4650| 0.0007|-0.0503| 0.0007|233| 31.7| 1.0|22
 170.53438|-35.21014|2MASS J11220826-3512363|-0.1500| 0.0400|-0.2500| 0.0300|241| 20.0| 2.0|1403
 170.65102|-39.26820|2MASSW J1122362-391605 | 0.0730| 0.0120|-0.1800| 0.0150|219| 37.0| 4.0|
 170.90019|+12.68950|2MASS J11233605+1241222|-0.0360| 0.0170| 0.0090| 0.0170|219|8.0| 4.0|23
 170.98176|+41.37458|2MASSW J1123556+412228 |-0.1100| 0.0250|-0.0600| 0.0130|210| 31.0| 6.0|
 171.02037|+38.13482|2MASS J11240487+3808054| 0.1300| 0.0210|-0.0190| 0.0270|219| 12.0| 3.0|26
 171.56367| +1.34669|SDSS J112615.25+012048.2 |-0.1310| 0.0220| 0.0420| 0.0220|219| 23.0| 4.0|
 171.66588|-50.06520|2MASS J11263991-5003550|-1.5700| 0.0040| 0.4380| 0.0110|220|106.0|11.0|1411
 171.97275|+74.18545|2MASS J11275346+7411076|-0.0160| 0.0190|-0.0300| 0.0190|229|5.0| 3.0|
 172.10653|+78.51705|2MASS J11282557+7831016|-0.0080| 0.0100|-0.2710| 0.0100|228| 44.0|11.0|
 172.69831|-22.17608|2MASS J11304761-2210335|-0.1260| 0.0170|-0.2320| 0.0180|219| 43.0| 5.0|645
 173.72885| +0.38171|2MASS J11345493+0022541| 0.4010| 0.0210|-0.3430| 0.0210|219| 47.0| 4.0|139
 174.63785|+67.67783|SDSS J113833.10+674040.3 | 0.0240| 0.0140|-0.1270| 0.0370|219| 31.0| 9.0|
 174.79612| +8.68670|2MASS J11391107+0841121| 0.0890| 0.0210|-0.0250| 0.0220|219| 11.0| 3.0|
 174.96317|-31.98928|2MASS J11395113-3159214|-0.0710| 0.0140|-0.0170| 0.0160|219|6.0| 1.0|140
 175.43352|-22.53749|2MASS J11414406-2232156|-0.1410| 0.0190| 0.4000| 0.0190|229| 44.0| 5.0|40
 176.48812|+23.29157|2MASSW J1145572+231730 | 0.1550| 0.0160|-0.0560| 0.0060|210| 35.0| 4.0|
 176.64372|+22.51466|2MASSW J1146345+223053 | 0.0320| 0.0005| 0.0905| 0.0005|215| 12.4| 0.3|422
 176.74130|-39.23733|2MASS J11465791-3914144|-0.2920| 0.0120| 0.0040| 0.0100|227| 44.0| 4.0|783
 176.76976|+14.33605|2MASS J11470479+1420095|-0.3400| 0.0100| 0.1330| 0.0100|228| 56.0| 7.0|429
 177.01762| +2.90158|SDSS J114804.26+025405.7 | 0.0260| 0.0250|-0.0410| 0.0100|210| 17.0| 6.0|
 177.02091| +2.06415|SDSS J114805.02+020350.9 | 0.2370| 0.0260|-0.3220| 0.0130|210| 96.0| 8.0|
 177.22612|-25.74456|2MASS J11485427-2544404| 0.1470| 0.0180| 0.0470| 0.0200|219| 21.0| 3.0|
 178.17750|+24.63555|2MASS J11524266+2438079|-0.4510| 0.0320| 0.0360| 0.0350|219| 44.0| 6.0|659
 178.41529|+50.53591|2MASS J11533966+5032092| 0.0840| 0.0230| 0.0600| 0.0110|210| 13.0| 3.0|
 178.64162| +1.59847|2MASS J11543399+0135545| 0.1210| 0.0220|-0.0430| 0.0220|219| 13.0| 3.0|
 178.67592|-34.01083|2MASS J11544223-3400390|-0.1610| 0.0130| 0.0040| 0.0150|219| 24.0| 2.0|528
 178.75363|+23.11829|2MASSW J1155009+230706 | 0.0260| 0.0250| 0.0380| 0.0210|210|8.0| 4.0|839
 178.91468|-37.45987|2MASSW J1155395-372735 | 0.0500| 0.0120|-0.7670| 0.0150|219| 46.0| 4.0|529
 178.92851|-22.41631|2MASS J11554286-2224586|-0.3400| 0.0830|-0.1420| 0.0350|217| 17.0| 5.0|
 178.97456| +5.99936|SDSS J115553.86+055957.5 |-0.4060| 0.0220|-0.0260| 0.0220|219| 35.0| 3.0|1349
 179.45036|-48.74522|DENIS-P J1157480-484442|-0.0520| 0.0160| 0.0010| 0.0010|235|7.0| 2.0|
 179.51121|-25.76024|2MASS J11580269-2545369|-0.1020| 0.0190|-0.1670| 0.0210|219| 28.0| 4.0|399
 179.60343|+13.91276|2MASS J11582484+1354456|-0.1160| 0.0170| 0.1680| 0.0180|219| 30.0| 3.0|396
 179.91042| +0.95744|DENIS-P J1159+0057 | 0.0120| 0.0230| 0.0070| 0.0170|210|2.0| 3.0|
 180.13714|+20.81429|2MASS J12003292+2048513|-0.1590| 0.0190| 0.2320| 0.0190|229| 35.0| 5.0|1351
 180.60686| -6.48407|2MASS J12022564-0629026| 0.0960| 0.0190|-0.0750| 0.0190|219| 16.0| 3.0|160
 180.65277| -6.06818|2MASS J12023666-0604054| 0.0880| 0.0180|-0.0340| 0.0180|219| 16.0| 3.0|161
 180.99220| +0.26390|SDSSp J120358.19+001550.3|-1.2090| 0.0180|-0.2610| 0.0150|210|109.0|10.0|527
 181.12649|+32.21653|2MASSI J1204303+321259 | 0.0910| 0.0380|-0.0180| 0.0190|210| 12.0| 5.0|159
 181.51036|+28.22475|SDSS J120602.51+281328.7 | 0.0470| 0.0140|-0.1050| 0.0160|219| 14.0| 2.0|1405
 181.76552|-31.85829|2MASS J12070374-3151298|-0.2320| 0.0160|-0.0740| 0.0190|219| 50.0|10.0|526
 181.88940|-39.54831|2MASS J12073346-3932539|-0.0630| 0.0020|-0.0230| 0.0030|221| 17.1| 1.0|11
 181.88957|-39.54845|2MASSW J1207334-393254B|-0.0630| 0.0020|-0.0230| 0.0030|221| 17.1| 1.0|1352
 181.90846|-39.15138|2MASS J12073804-3909050|-0.1420| 0.0110| 0.0310| 0.0150|219| 14.0| 2.0|
 181.94656| +2.74025|SDSS J120747.17+024424.8 |-0.4980| 0.0180| 0.1380| 0.0190|210| 39.0| 3.0|510
